case,clip,frame,split,top_points
Case-028,018,008,1,"[(225.64023210831718, 47.64091477983847)]"
Case-028,018,016,1,"[(219.0037546933667, 50.237797246558195)]"
Case-028,018,020,1,"[(224.48606212310844, 47.92945727614064)]"
Case-028,018,024,1,"[(223.04334964159747, 49.37216975765159)]"
Case-028,018,028,1,"[(226.79440209352603, 45.90965980202525)]"
Case-028,018,032,1,"[(228.23711457503694, 44.46694732051426)]"
Case-028,018,036,1,"[(223.90897713050396, 47.06382978723404)]"
Case-028,018,040,1,"[(226.21731710092163, 47.64091477983847)]"
Case-028,018,044,1,"[(228.81419956764128, 46.198202298327466)]"
Case-028,018,048,1,"[(230.54545454545448, 43.601319831607704)]"
Case-028,018,052,1,"[(236.60484696780065, 48.50654226874501)]"
Case-028,018,056,1,"[(240.93298441233355, 48.21799977244281)]"
Case-028,018,068,1,"[(239.49027193082264, 43.02423483900331)]"
Case-028,018,072,1,"[(238.91318693821822, 44.46694732051426)]"
Case-028,018,076,1,"[(237.18193196040494, 41.87006485379451)]"
Case-028,018,084,1,"[(238.33610194561388, 45.621117305723075)]"
Case-028,018,088,1,"[(238.04755944931168, 42.15860735009672)]"
Case-028,018,092,1,"[(239.20172943452044, 44.17840482421207)]"
Case-028,018,096,1,"[(237.47047445670725, 40.42735237228351)]"
Case-028,018,100,1,"[(238.04755944931168, 42.7356923427011)]"
Case-028,018,104,1,"[(238.04755944931168, 44.17840482421207)]"
Case-028,018,108,1,"[(238.624644441916, 45.33257480942088)]"
Case-028,018,112,1,"[(242.0871543975423, 45.621117305723075)]"
Case-028,018,132,1,"[(239.7788144271248, 46.198202298327466)]"
Case-028,018,140,1,"[(233.14233701217432, 45.621117305723075)]"
Case-028,018,144,1,"[(231.69962453066333, 44.17840482421207)]"
Case-028,019,000,1,"[(186.97553760382291, 72.45556946182725)]"
Case-028,019,004,1,"[(186.68699510752083, 69.85868699510752)]"
Case-028,019,008,1,"[(183.5130276481966, 71.3013994766185)]"
Case-028,019,012,1,"[(188.1297075890317, 71.3013994766185)]"
Case-028,019,016,1,"[(188.418250085334, 74.18682443964047)]"
Case-028,019,020,1,"[(184.6671976334053, 86.01706678803049)]"
Case-028,019,024,1,"[(182.35885766298773, 84.2858118102173)]"
Case-028,019,028,1,"[(172.54841278871314, 73.32119695073386), (216.40687222664695, 74.4753669359427)]"
Case-028,019,032,1,"[(177.7421777221527, 77.07224940266242), (216.98395721925132, 79.09204687677779)]"
Case-028,019,036,1,"[(179.18489020366368, 72.1670269655251), (213.521447263625, 66.10763454317895)]"
Case-028,019,040,1,"[(184.09011264080104, 72.1670269655251)]"
Case-028,019,056,1,"[(203.42245989304814, 69.85868699510752)]"
Case-028,019,060,1,"[(167.06610535897144, 47.64091477983847), (188.1297075890317, 45.33257480942088)]"
Case-028,019,064,1,"[(165.04630788485605, 70.72431448401406), (190.43804755944936, 66.10763454317895)]"
Case-028,019,068,1,"[(166.20047787006476, 68.70451700989874), (191.59221754465807, 66.10763454317895)]"
Case-028,019,072,1,"[(166.77756286266924, 69.85868699510752), (191.3036750483559, 67.26180452838777)]"
Case-028,019,076,1,"[(192.16930253726252, 67.55034702468994)]"
Case-028,019,080,1,"[(184.6671976334053, 72.45556946182725)]"
Case-028,019,084,1,"[(184.3786551371032, 69.57014449880533)]"
Case-028,019,088,1,"[(182.9359426555922, 71.3013994766185)]"
Case-028,019,092,1,"[(180.33906018887245, 71.0128569803163)]"
Case-028,019,096,1,"[(180.9161451814769, 68.70451700989874)]"
Case-028,019,100,1,"[(179.761975196268, 70.43577198771189)]"
Case-028,019,104,1,"[(176.87655023324606, 71.3013994766185)]"
Case-028,019,108,1,"[(180.05051769257025, 70.72431448401406), (220.4464671748777, 64.08783706906362)]"
Case-028,019,112,1,"[(188.1297075890317, 74.18682443964047)]"
Case-028,019,116,1,"[(187.55262259642737, 71.0128569803163)]"
Case-028,019,120,1,"[(186.68699510752083, 66.68471953578336)]"
Case-028,019,124,1,"[(185.53282512231195, 69.85868699510752)]"
Case-028,019,128,1,"[(193.61201501877343, 73.03265445443165)]"
Case-028,019,132,1,"[(193.03493002616918, 70.14722949140972)]"
Case-028,019,136,1,"[(191.0151325520537, 64.95346455797018)]"
Case-028,019,140,1,"[(184.09011264080104, 67.26180452838777)]"
Case-028,019,144,1,"[(184.95574012970758, 67.83888952099214)]"
Case-028,019,148,1,"[(182.07031516668565, 69.85868699510752)]"
Case-028,019,152,1,"[(180.9161451814769, 68.12743201729434)]"
Case-028,019,156,1,"[(178.03072021845486, 70.72431448401406)]"
Case-028,020,064,1,"[(105.89509614290596, 135.93491864831037)]"
Case-028,020,068,1,"[(105.89509614290596, 135.64637615200814)]"
Case-028,020,072,1,"[(111.08886107634544, 133.91512117419506)]"
Case-028,020,076,1,"[(107.91489361702128, 135.93491864831037)]"
Case-028,020,080,1,"[(109.06906360223009, 133.91512117419506)]"
Case-028,020,084,1,"[(110.80031858004325, 135.357833655706)]"
Case-028,020,104,1,"[(116.8597110023894, 131.029696211173)]"
Case-028,020,148,1,"[(150.61918306974624, 214.7070201388098)]"
Case-028,020,152,1,"[(165.04630788485605, 210.9559676868814)]"
Case-028,020,156,1,"[(168.22027534418027, 204.60803276823302)]"
Case-030,019,108,1,"[(183.47437490966905, 97.65156814568577)]"
Case-030,019,116,1,"[(172.3319554848967, 103.22277785807196)]"
Case-030,019,120,1,"[(170.86584766584767, 99.41089752854455)]"
Case-039,011,024,1,"[(170.57262610203787, 56.01410608469432)]"
Case-039,011,028,1,"[(165.88108108108108, 55.13444139326493)]"
Case-039,011,032,1,"[(165.88108108108108, 52.49544731897674), (190.21847087729438, 48.68356698944935), (207.81176470588233, 51.322561063737545)]"
Case-039,011,036,1,"[(170.86584766584767, 50.44289637230815)]"
Case-039,011,048,1,"[(170.86584766584767, 52.20222575516693)]"
Case-039,011,052,1,"[(170.86584766584767, 54.254776701835524), (193.73712964301197, 51.90900419135714)]"
Case-039,011,056,1,"[(170.279404538228, 53.961555138025716), (191.39135713253359, 55.13444139326493), (218.0745194392253, 51.61578262754731)]"
Case-039,011,060,1,"[(169.6929614106085, 58.65310015898253)]"
Case-039,011,068,1,"[(191.39135713253359, 51.02933949992774)]"
Case-039,011,072,1,"[(172.6251770487065, 52.49544731897674)]"
Case-039,011,076,1,"[(176.7302789420436, 54.841219829455106)]"
Case-039,011,080,1,"[(180.83538083538093, 52.20222575516693)]"
Case-039,011,084,1,"[(182.00826709062005, 55.72088452088448), (194.3235727706316, 51.90900419135714)]"
Case-039,011,092,1,"[(181.71504552681023, 55.13444139326493)]"
Case-039,011,096,1,"[(175.2641711229946, 53.668333574215914)]"
Case-039,011,100,1,"[(176.43705737823385, 56.89377077612373)]"
Case-039,011,104,1,"[(173.21162017632608, 54.254776701835524), (193.44390807920226, 51.322561063737545)]"
Case-039,011,108,1,"[(176.143835814424, 55.13444139326493)]"
Case-039,011,112,1,"[(215.72874692874694, 50.44289637230815)]"
Case-039,011,116,1,"[(176.143835814424, 54.54799826564534)]"
Case-039,011,124,1,"[(220.71351351351353, 46.33779447897099)]"
Case-039,011,128,1,"[(177.02350050585346, 52.20222575516693), (247.10345425639537, 41.35302789420436)]"
Case-039,011,132,1,"[(176.7302789420436, 53.961555138025716), (204.58632750397456, 45.45812978754154)]"
Case-039,012,012,1,"[(176.143835814424, 61.29209423327071)]"
Case-039,012,016,1,"[(192.85746495158264, 63.344645179939306)]"
Case-039,012,020,1,"[(188.75236305824544, 58.066657031362894)]"
Case-039,012,028,1,"[(181.1286023991906, 62.171758924700114)]"
Case-039,012,032,1,"[(172.03873392108684, 62.4649804885099)]"
Case-039,012,036,1,"[(180.2489377077613, 63.05142361612952)]"
Case-039,012,040,1,"[(101.66555860673508, 71.2616274028039), (173.7980633039457, 64.8107529989883)]"
Case-039,012,044,1,"[(101.66555860673508, 66.86330394565688), (175.85061425061426, 61.8785373608903)]"
Case-039,012,048,1,"[(103.42488798959396, 64.22430987136865)]"
Case-039,012,052,1,"[(183.47437490966905, 58.94632172279232)]"
Case-039,012,056,1,"[(166.4675242087007, 60.412429541841306)]"
Case-039,012,072,1,"[(167.05396733632034, 60.412429541841306), (184.06081803728858, 59.8259864142217)]"
Case-039,012,076,1,"[(184.06081803728858, 57.48021390374331)]"
Case-039,012,088,1,"[(108.11643301055068, 60.412429541841306), (190.21847087729438, 75.65995085995085)]"
Case-039,012,092,1,"[(174.97094955918485, 60.412429541841306), (188.45914149443567, 70.38196271137448)]"
Case-039,012,096,1,"[(160.89631449631452, 62.171758924700114)]"
Case-039,012,100,1,"[(157.37765573059696, 62.758202052319675), (174.38450643156523, 64.22430987136865)]"
Case-039,012,116,1,"[(175.85061425061426, 59.239543286602114)]"
Case-039,012,132,1,"[(172.03873392108684, 56.01410608469432), (188.45914149443567, 71.2616274028039)]"
Case-039,012,136,1,"[(174.38450643156523, 56.89377077612373), (186.69981211157673, 73.02095678566266)]"
Case-039,013,000,1,"[(148.87423038011272, 68.62263332851569), (172.3319554848967, 64.22430987136865)]"
Case-039,013,004,1,"[(134.79959531724236, 69.50229801994506), (159.4302066772655, 68.03619020089609), (175.85061425061426, 64.22430987136865)]"
Case-039,013,008,1,"[(133.91993062581304, 73.02095678566266), (160.6030929325047, 69.20907645613528), (182.88793178204955, 63.931088307558895)]"
Case-039,013,012,1,"[(113.39442115912706, 73.90062147709209), (137.73181095534036, 70.38196271137448), (166.7607457725105, 66.86330394565688)]"
Case-039,013,016,1,"[(137.4385893915306, 72.43451365804306), (169.6929614106085, 67.74296863708629)]"
Case-039,013,020,1,"[(133.0402659343836, 71.2616274028039), (165.29463795346146, 65.69041769041769)]"
Case-039,013,024,1,"[(134.79959531724236, 71.55484896661365), (160.6030929325047, 68.62263332851569)]"
Case-039,013,028,1,"[(131.86737967914442, 72.72773522185285), (162.36242231536352, 68.3294117647059)]"
Case-039,013,032,1,"[(130.69449342390521, 75.95317242376066), (164.41497326203208, 67.74296863708629), (182.88793178204955, 65.69041769041769)]"
Case-039,013,036,1,"[(130.98771498771504, 75.65995085995085), (157.0844341667871, 70.96840583899407), (183.76759647347893, 64.22430987136865)]"
Case-039,013,040,1,"[(157.37765573059696, 67.15652550946668), (180.83538083538093, 65.39719612660791), (189.63202774967473, 63.344645179939306)]"
Case-039,013,044,1,"[(155.61832634773816, 69.20907645613528), (177.02350050585346, 65.10397456279807)]"
Case-039,013,048,1,"[(123.65717589246998, 76.24639398757047), (157.0844341667871, 66.57008238184707), (183.47437490966905, 67.15652550946668)]"
Case-039,013,052,1,"[(131.5741581153346, 73.90062147709209), (159.1369851134557, 70.96840583899407), (183.1811533458592, 66.2768608180373)]"
Case-039,013,056,1,"[(137.4385893915306, 73.31417834947248), (164.41497326203208, 68.03619020089609)]"
Case-039,013,060,1,"[(140.37080502962857, 74.48706460471166), (169.6929614106085, 70.38196271137448), (186.69981211157673, 65.10397456279807)]"
Case-039,013,064,1,"[(143.30302066772654, 73.60739991328231), (172.3319554848967, 69.79551958375484), (185.2337042925279, 65.39719612660791)]"
Case-039,013,068,1,"[(138.61147564676978, 73.90062147709209), (169.10651828298887, 67.74296863708629), (194.3235727706316, 64.22430987136865)]"
Case-039,013,072,1,"[(136.55892470010116, 73.31417834947248), (163.82853013441252, 66.57008238184707), (191.09813556872388, 62.171758924700114)]"
Case-039,013,076,1,"[(135.9724815724816, 71.55484896661365), (163.24208700679287, 67.74296863708629), (187.28625523919644, 65.39719612660791)]"
Case-039,013,080,1,"[(168.22685359155946, 68.03619020089609), (188.75236305824544, 64.22430987136865), (205.75921375921374, 59.8259864142217)]"
Case-039,013,084,1,"[(158.84376354964593, 68.62263332851569), (184.06081803728858, 66.86330394565688), (200.77444717444718, 63.63786674374909)]"
Case-039,013,088,1,"[(170.86584766584767, 67.4497470732765), (189.04558462205512, 64.5175314351785)]"
Case-039,013,092,1,"[(133.6267090620032, 70.96840583899407), (156.79121260297734, 68.91585489232548), (183.76759647347893, 65.10397456279807)]"
Case-039,013,096,1,"[(143.30302066772654, 68.91585489232548), (175.2641711229946, 63.05142361612952)]"
Case-039,013,100,1,"[(152.39288914583034, 66.2768608180373), (179.07605145252208, 65.39719612660791)]"
Case-039,013,104,1,"[(113.6876427229368, 81.23116057233705), (158.2573204220263, 68.03619020089609), (185.5269258563376, 63.344645179939306)]"
Case-039,013,108,1,"[(131.28093655152477, 72.14129209423325), (155.91154791154793, 65.69041769041769), (182.00826709062005, 62.171758924700114)]"
Case-039,013,112,1,"[(127.76227778580723, 73.90062147709209), (156.79121260297734, 66.57008238184707), (184.06081803728858, 61.29209423327071)]"
Case-039,013,116,1,"[(130.1080502962856, 75.36672929614109), (153.85899696487934, 67.15652550946668), (182.59471021823956, 61.8785373608903)]"
Case-039,013,120,1,"[(128.64194247723663, 73.60739991328231), (155.03188322011854, 66.57008238184707), (184.06081803728858, 63.63786674374909)]"
Case-039,013,124,1,"[(130.1080502962856, 73.31417834947248), (154.44544009249887, 66.57008238184707), (180.83538083538093, 64.22430987136865)]"
Case-039,013,128,1,"[(121.31140338199161, 73.60739991328231), (149.46067350773237, 70.08874114756468), (160.89631449631452, 67.15652550946668), (181.71504552681023, 63.931088307558895)]"
Case-039,013,132,1,"[(118.67240930770342, 73.90062147709209), (149.75389507154216, 67.74296863708629), (175.85061425061426, 66.86330394565688), (191.09813556872388, 62.171758924700114)]"
Case-039,013,136,1,"[(169.10651828298887, 62.4649804885099), (182.88793178204955, 63.931088307558895)]"
Case-039,014,000,1,"[(170.57262610203787, 71.2616274028039)]"
Case-039,014,004,1,"[(132.45382280676395, 62.4649804885099), (167.05396733632034, 70.08874114756468)]"
Case-039,014,008,1,"[(133.91993062581304, 68.91585489232548), (165.29463795346146, 72.14129209423325)]"
Case-039,014,012,1,"[(136.85214626391098, 65.98363925422748), (161.77597918774393, 69.79551958375484)]"
Case-039,014,016,1,"[(133.3334874981933, 64.8107529989883), (158.2573204220263, 70.38196271137448)]"
Case-039,014,020,1,"[(132.16060124295421, 68.03619020089609), (160.0166498048851, 72.72773522185285)]"
Case-039,014,024,1,"[(133.6267090620032, 65.98363925422748), (161.4827576239342, 68.03619020089609)]"
Case-039,014,028,1,"[(161.4827576239342, 68.03619020089609)]"
Case-039,014,032,1,"[(134.5063737534326, 64.22430987136865), (160.30987136869487, 65.10397456279807)]"
Case-039,014,036,1,"[(159.7234282410753, 68.62263332851569)]"
Case-039,014,040,1,"[(126.589391530568, 64.22430987136865), (160.89631449631452, 68.62263332851569)]"
Case-039,014,048,1,"[(127.46905622199739, 63.63786674374909)]"
Case-039,014,052,1,"[(111.92831334007806, 62.171758924700114)]"
Case-039,014,056,1,"[(162.6556438791733, 68.3294117647059), (183.47437490966905, 72.72773522185285)]"
Case-039,014,060,1,"[(170.57262610203787, 68.03619020089609), (188.75236305824544, 68.62263332851569)]"
Case-039,014,064,1,"[(159.7234282410753, 68.62263332851569), (174.09128486775546, 70.08874114756468)]"
Case-039,014,068,1,"[(165.29463795346146, 67.4497470732765), (188.16591993062573, 66.86330394565688)]"
Case-039,014,072,1,"[(160.30987136869487, 71.84807053042344), (181.71504552681023, 68.62263332851569)]"
Case-039,014,076,1,"[(183.76759647347893, 70.67518427518425)]"
Case-039,014,080,1,"[(181.1286023991906, 72.14129209423325)]"
Case-039,014,084,1,"[(202.24055499349615, 90.32102905044083)]"
Case-039,014,088,1,"[(110.75542708483884, 65.69041769041769), (188.45914149443567, 69.20907645613528)]"
Case-039,014,092,1,"[(185.5269258563376, 69.50229801994506)]"
Case-039,014,096,1,"[(166.17430264489093, 69.50229801994506), (184.35403960109844, 71.55484896661365)]"
Case-039,014,100,1,"[(157.67087729440672, 73.60739991328231)]"
Case-039,014,104,1,"[(170.279404538228, 66.86330394565688)]"
Case-039,014,108,1,"[(188.45914149443567, 70.96840583899407)]"
Case-039,014,112,1,"[(186.1133689839572, 71.84807053042344)]"
Case-039,014,120,1,"[(164.41497326203208, 72.43451365804306), (184.64726116490823, 69.20907645613528)]"
Case-039,014,124,1,"[(178.1963867610926, 73.31417834947248)]"
Case-039,014,128,1,"[(175.55739268680443, 73.60739991328231), (201.067668738257, 72.43451365804306)]"
Case-039,014,132,1,"[(177.02350050585346, 65.39719612660791), (195.78968058968061, 72.72773522185285)]"
Case-039,014,136,1,"[(177.02350050585346, 71.2616274028039), (192.85746495158264, 73.02095678566266)]"
Case-039,015,000,1,"[(162.6556438791733, 56.600549212313936), (229.21693886399768, 40.18014163896517), (247.39667582020516, 30.797051597051595)]"
Case-039,015,004,1,"[(175.85061425061426, 46.92423760659054), (222.7660644601821, 45.75135135135135), (244.46446018210727, 34.31571036276918)]"
Case-039,015,008,1,"[(150.6335597629715, 59.53276485041191), (218.36774100303515, 45.45812978754154), (241.53224454400927, 37.83436912848676)]"
Case-039,015,012,1,"[(155.03188322011854, 61.29209423327071), (219.24740569446445, 45.164908223731736), (241.53224454400927, 34.31571036276918)]"
Case-039,015,016,1,"[(164.12175169822225, 48.97678855325914), (216.31519005636662, 43.99202196849258), (245.93056800115622, 32.263159416100606)]"
Case-039,015,020,1,"[(162.6556438791733, 51.61578262754731), (216.6084116201764, 44.87168665992197)]"
Case-039,015,024,1,"[(159.1369851134557, 54.841219829455106), (225.40505853447033, 38.71403381991618)]"
Case-039,015,028,1,"[(163.24208700679287, 53.961555138025716), (221.0067350773233, 41.93947102182395), (243.5847954906779, 36.07503974562798)]"
Case-039,015,032,1,"[(158.84376354964593, 56.89377077612373), (217.48807631160577, 46.04457291516116), (243.5847954906779, 37.83436912848676)]"
Case-039,015,036,1,"[(164.70819482584184, 50.14967480849833), (217.48807631160577, 46.63101604278076)]"
Case-039,015,040,1,"[(175.55739268680443, 45.45812978754154), (220.71351351351353, 42.23269258563377), (233.61526232114468, 41.05980633039458)]"
Case-039,015,044,1,"[(151.80644601821072, 58.94632172279232), (212.796531290649, 43.69880040468278), (233.61526232114468, 43.405578840872955)]"
Case-039,015,048,1,"[(158.5505419858361, 53.668333574215914), (220.71351351351353, 42.525914149443565)]"
