case,clip,frame,wkt_geoms
Case-061,16,96,"['LINESTRING (44.78609625668449 12.25917762682468, 49.19786096256685 97.82031362913716)', 'LINESTRING (49.33155080213902 14.66451076745195, 62.83422459893048 96.21675820205233)']"
Case-061,16,100,"['LINESTRING (42.51336898395722 12.03009828009828, 39.83957219251336 97.59123428241077)', 'LINESTRING (48.86363636363637 14.66451076745195, 61.56417112299465 98.96571036276916)']"
Case-061,32,0,"['LINESTRING (40.04010695187166 18.21524064171123, 33.75668449197862 97.70577395577395)']"
Case-061,33,16,"['LINESTRING (41.1764705882353 17.06984390807921, 38.63636363636363 98.73663101604275)']"
Case-061,33,20,"['LINESTRING (39.37165775401069 18.10070096834804, 35.49465240641711 99.19478970949559)']"
Case-061,33,24,"['LINESTRING (41.77807486631016 16.49714554126319, 37.4331550802139 97.93485330250033)']"
Case-061,33,60,"['LINESTRING (40.975935828877 18.67339933516404, 38.83689839572193 99.65294840294841)']"
Case-061,33,68,"['LINESTRING (42.11229946524064 20.84965312906489, 41.24331550802138 97.93485330250033)']"
Case-061,33,72,"['LINESTRING (42.44652406417112 19.58971672206966, 43.58288770053475 100.4547261164908)']"
Case-061,34,64,"['LINESTRING (36.36363636363637 17.29892325480561, 32.75401069518716 84.19009249891604)']"
Case-061,34,104,"['LINESTRING (37.5 17.98616129498483, 32.88770053475936 85.56456857927446)']"
Case-061,34,108,"['LINESTRING (36.56417112299466 17.52800260153202, 31.14973262032085 86.02272727272728)']"
Case-061,36,24,"['LINESTRING (41.97860962566845 13.86273305390953, 39.17112299465241 86.48088596618011)']"
Case-061,36,44,"['LINESTRING (43.38235294117646 13.51911403381992, 41.64438502673796 91.63517126752421)']"
Case-061,36,48,"['LINESTRING (42.17914438502674 13.40457436045671, 38.43582887700534 83.38831478537362)', 'LINESTRING (44.45187165775402 12.6027966469143, 43.04812834224598 83.50285445873678)']"
Case-061,36,84,"['LINESTRING (43.11497326203209 12.03009828009828, 40.70855614973262 94.15504408151467)']"
Case-061,36,92,"['LINESTRING (42.17914438502674 12.6027966469143, 41.1096256684492 80.41028327793033)']"
Case-061,36,108,"['LINESTRING (42.44652406417112 12.8318759936407, 37.4331550802139 80.63936262465674)']"
Case-061,37,0,"['LINESTRING (38.30213903743315 13.97727272727273, 26.20320855614973 98.04939297586357)', 'LINESTRING (50.53475935828877 13.0609553403671, 66.44385026737967 99.423869056222)']"
Case-061,37,4,"['LINESTRING (37.96791443850267 14.66451076745195, 28.81016042780749 98.39301199595317)']"
Case-061,37,8,"['LINESTRING (38.23529411764706 13.86273305390953, 26.13636363636364 98.85117068940599)']"
Case-061,37,12,"['LINESTRING (36.56417112299466 13.74819338054632, 20.38770053475937 98.85117068940599)', 'LINESTRING (41.91176470588237 15.92444717444718, 40.77540106951873 98.96571036276916)', 'LINESTRING (48.99732620320857 14.09181240063593, 58.15508021390373 96.78945656886833)']"
Case-061,37,16,"['LINESTRING (32.0187165775401 12.8318759936407, 13.83689839572192 98.16393264922674)', 'LINESTRING (34.22459893048127 13.86273305390953, 21.12299465240641 98.50755166931637)', 'LINESTRING (37.29946524064171 14.43543142072553, 27.20588235294118 99.08025003613238)', 'LINESTRING (40.50802139037434 16.955304234716, 38.56951871657754 99.08025003613238)', 'LINESTRING (46.3903743315508 14.43543142072553, 55.4812834224599 97.47669460904757)']"
Case-061,37,20,"['LINESTRING (34.29144385026738 13.29003468709351, 18.31550802139037 97.82031362913716)', 'LINESTRING (37.03208556149733 13.97727272727273, 29.67914438502674 98.50755166931637)', 'LINESTRING (40.37433155080213 17.06984390807921, 37.16577540106952 97.82031362913716)', 'LINESTRING (47.39304812834224 14.89359011417835, 54.81283422459893 96.56037722214191)', 'LINESTRING (54.9465240641711 20.96419280242809, 67.71390374331551 97.93485330250033)']"
Case-061,37,24,"['LINESTRING (34.09090909090909 14.89359011417835, 19.25133689839572 98.27847232258998)', 'LINESTRING (40.50802139037434 16.84076456135279, 38.90374331550802 98.16393264922674)', 'LINESTRING (47.52673796791444 15.46628848099436, 57.75401069518716 98.27847232258998)', 'LINESTRING (54.9465240641711 20.16241508888567, 72.19251336898395 98.62209134267957)']"
Case-061,37,28,"['LINESTRING (34.35828877005347 14.89359011417835, 22.52673796791444 97.93485330250033)', 'LINESTRING (41.1764705882353 17.29892325480561, 38.43582887700534 98.27847232258998)']"
Case-061,37,32,"['LINESTRING (35.02673796791444 14.43543142072553, 22.39304812834225 98.62209134267957)', 'LINESTRING (41.51069518716578 17.52800260153202, 38.70320855614974 98.85117068940599)']"
Case-061,37,36,"['LINESTRING (33.28877005347594 14.77905044081514, 19.11764705882353 97.13307558895794)', 'LINESTRING (37.70053475935829 15.12266946090476, 26.47058823529412 98.73663101604275)', 'LINESTRING (41.57754010695189 17.06984390807921, 39.3048128342246 98.62209134267957)', 'LINESTRING (51.33689839572193 18.55885966180083, 67.98128342245991 97.82031362913716)']"
Case-061,37,40,"['LINESTRING (35.6951871657754 14.54997109408874, 25.66844919786097 97.13307558895794)', 'LINESTRING (41.24331550802138 17.75708194825841, 40.30748663101603 97.01853591559473)', 'LINESTRING (55.88235294117647 20.73511345570169, 75.73529411764706 97.36215493568436)']"
Case-061,37,44,"['LINESTRING (34.75935828877006 15.23720913426795, 21.65775401069518 99.19478970949559)', 'LINESTRING (41.64438502673796 17.87162162162162, 39.3048128342246 98.50755166931637)', 'LINESTRING (50.13368983957219 15.23720913426795, 60.69518716577541 96.56037722214191)']"
Case-061,37,48,"['LINESTRING (37.03208556149733 14.20635207399913, 20.92245989304813 98.50755166931637)', 'LINESTRING (50.26737967914438 17.29892325480561, 59.42513368983958 96.33129787541552)']"
Case-061,37,52,"['LINESTRING (35.82887700534759 14.66451076745195, 18.51604278074867 97.93485330250033)']"
Case-061,37,56,"['LINESTRING (33.62299465240641 13.74819338054632, 17.58021390374332 97.93485330250033)', 'LINESTRING (37.6336898395722 15.23720913426795, 26.27005347593584 97.70577395577395)', 'LINESTRING (48.79679144385027 14.66451076745195, 60.89572192513371 97.36215493568436)']"
Case-061,37,60,"['LINESTRING (33.02139037433155 14.43543142072553, 17.17914438502673 99.5384087295852)', 'LINESTRING (37.70053475935829 14.20635207399913, 25.66844919786097 98.27847232258998)', 'LINESTRING (48.32887700534758 15.69536782772077, 58.95721925133688 98.27847232258998)']"
Case-061,37,68,"['LINESTRING (34.35828877005347 14.43543142072553, 17.31283422459893 98.62209134267957)']"
Case-061,37,72,"['LINESTRING (32.82085561497326 15.23720913426795, 14.97326203208556 98.85117068940599)', 'LINESTRING (38.23529411764706 15.35174880763116, 23.86363636363637 98.50755166931637)', 'LINESTRING (41.31016042780747 16.955304234716, 40.04010695187166 97.2476152623211)', 'LINESTRING (48.32887700534758 15.58082815435757, 56.21657754010696 96.90399624223153)', 'LINESTRING (51.00267379679144 17.29892325480561, 63.23529411764706 98.73663101604275)']"
Case-061,37,76,"['LINESTRING (32.68716577540106 13.97727272727273, 17.8475935828877 97.36215493568436)', 'LINESTRING (35.42780748663102 13.63365370718312, 24.19786096256684 97.70577395577395)', 'LINESTRING (37.70053475935829 14.66451076745195, 35.36096256684493 97.93485330250033)', 'LINESTRING (40.975935828877 16.38260586789998, 40.50802139037434 100.4547261164908)', 'LINESTRING (47.66042780748664 15.69536782772077, 57.28609625668448 97.70577395577395)', 'LINESTRING (55.4144385026738 20.73511345570169, 72.05882352941177 98.50755166931637)']"
Case-061,37,80,"['LINESTRING (32.62032085561498 13.74819338054632, 17.37967914438503 97.2476152623211)', 'LINESTRING (36.29679144385026 14.66451076745195, 24.53208556149734 97.2476152623211)', 'LINESTRING (41.71122994652406 16.955304234716, 38.70320855614974 99.08025003613238)', 'LINESTRING (50 15.46628848099436, 59.49197860962568 99.19478970949559)', 'LINESTRING (55.74866310160427 19.93333574215927, 75.1336898395722 98.27847232258998)']"
Case-061,37,84,"['LINESTRING (33.82352941176471 13.51911403381992, 18.31550802139037 97.13307558895794)', 'LINESTRING (36.56417112299466 15.00812978754155, 25.53475935828877 99.423869056222)', 'LINESTRING (41.77807486631016 16.955304234716, 39.90641711229946 96.78945656886833)', 'LINESTRING (55.61497326203209 19.36063737534325, 73.99732620320856 95.07136146842029)']"
Case-061,37,88,"['LINESTRING (33.42245989304813 13.97727272727273, 20.52139037433155 98.16393264922674)', 'LINESTRING (36.49732620320857 14.77905044081514, 27.13903743315508 99.30932938285878)', 'LINESTRING (42.44652406417112 16.49714554126319, 39.83957219251336 98.16393264922674)', 'LINESTRING (55.81550802139037 20.16241508888567, 76.06951871657753 96.78945656886833)']"
Case-061,37,92,"['LINESTRING (33.35561497326204 16.15352652117358, 18.58288770053476 97.47669460904757)', 'LINESTRING (37.5668449197861 15.58082815435757, 27.54010695187166 98.39301199595317)', 'LINESTRING (42.17914438502674 16.61168521462639, 40.10695187165776 98.27847232258998)', 'LINESTRING (56.48395721925136 19.01701835525365, 79.34491978609626 95.30044081514669)']"
Case-061,37,96,"['LINESTRING (33.62299465240641 14.54997109408874, 20.12032085561497 96.21675820205233)', 'LINESTRING (36.63101604278074 13.86273305390953, 27.072192513369 98.73663101604275)', 'LINESTRING (41.97860962566845 16.84076456135279, 40.64171122994652 97.59123428241077)', 'LINESTRING (56.88502673796791 19.13155802861685, 78.94385026737967 95.07136146842029)']"
Case-061,37,100,"['LINESTRING (33.15508021390374 15.46628848099436, 18.78342245989305 98.85117068940599)', 'LINESTRING (37.6336898395722 14.66451076745195, 27.13903743315508 97.2476152623211)', 'LINESTRING (41.77807486631016 17.52800260153202, 41.1764705882353 99.19478970949559)', 'LINESTRING (50.73529411764706 16.84076456135279, 61.43048128342245 97.36215493568436)']"
Case-061,37,104,"['LINESTRING (35.22727272727273 14.09181240063593, 19.51871657754011 99.19478970949559)', 'LINESTRING (38.83689839572193 14.54997109408874, 26.27005347593584 99.5384087295852)']"
Case-061,37,108,"['LINESTRING (36.29679144385026 13.63365370718312, 19.45187165775401 97.13307558895794)']"
Case-061,38,36,"['LINESTRING (43.11497326203209 16.72622488798959, 43.18181818181818 100.2256467697644)']"
Case-061,38,88,"['LINESTRING (43.38235294117646 17.18438358144241, 44.25133689839572 98.62209134267957)']"
Case-061,38,92,"['LINESTRING (42.91443850267378 17.18438358144241, 44.31818181818182 98.96571036276916)']"
Case-061,39,0,"['LINESTRING (37.5668449197861 14.54997109408874, 30.21390374331552 99.08025003613238)', 'LINESTRING (40.24064171122994 15.23720913426795, 33.9572192513369 98.27847232258998)', 'LINESTRING (41.64438502673796 14.77905044081514, 41.57754010695189 99.08025003613238)', 'LINESTRING (47.52673796791444 13.17549501373031, 59.09090909090911 94.15504408151467)']"
Case-061,39,4,"['LINESTRING (38.50267379679143 15.80990750108397, 27.20588235294118 98.62209134267957)', 'LINESTRING (40.57486631016043 15.46628848099436, 33.9572192513369 100.4547261164908)', 'LINESTRING (43.38235294117646 14.54997109408874, 43.91711229946525 98.16393264922674)']"
Case-061,39,8,"['LINESTRING (40.10695187165776 16.26806619453679, 33.75668449197862 98.04939297586357)']"
Case-061,39,12,"['LINESTRING (37.03208556149733 15.00812978754155, 30.0802139037433 98.39301199595317)', 'LINESTRING (39.83957219251336 14.89359011417835, 35.02673796791444 100.2256467697644)', 'LINESTRING (43.24866310160429 14.32089174736234, 41.71122994652406 99.19478970949559)', 'LINESTRING (46.92513368983957 14.20635207399913, 54.87967914438503 97.36215493568436)']"
Case-061,39,16,"['LINESTRING (29.87967914438502 16.15352652117358, 9.090909090909092 93.92596473478827)', 'LINESTRING (37.96791443850267 14.89359011417835, 29.81283422459894 97.93485330250033)', 'LINESTRING (41.1764705882353 14.77905044081514, 40.84224598930481 97.59123428241077)']"
Case-061,39,20,"['LINESTRING (38.77005347593583 14.09181240063593, 33.35561497326204 98.27847232258998)']"
Case-061,39,24,"['LINESTRING (39.17112299465241 15.00812978754155, 31.14973262032085 98.27847232258998)', 'LINESTRING (41.1764705882353 15.35174880763116, 38.63636363636363 99.08025003613238)']"
Case-061,39,28,"['LINESTRING (41.84491978609627 15.23720913426795, 39.63903743315507 99.5384087295852)', 'LINESTRING (55.2807486631016 14.09181240063593, 74.8663101604278 98.39301199595317)']"
Case-061,39,32,"['LINESTRING (41.24331550802138 14.09181240063593, 40.17379679144385 99.30932938285878)', 'LINESTRING (55.54812834224598 14.43543142072553, 74.33155080213903 97.70577395577395)']"
Case-061,39,36,"['LINESTRING (37.7673796791444 14.20635207399913, 34.42513368983957 96.90399624223153)', 'LINESTRING (40.64171122994652 16.38260586789998, 39.57219251336898 97.93485330250033)']"
Case-061,39,40,"['LINESTRING (38.36898395721926 13.97727272727273, 29.34491978609626 98.39301199595317)', 'LINESTRING (42.5802139037433 14.66451076745195, 46.85828877005346 98.27847232258998)']"
Case-061,39,44,"['LINESTRING (37.29946524064171 15.35174880763116, 27.54010695187166 97.93485330250033)', 'LINESTRING (40.70855614973262 14.66451076745195, 36.36363636363637 100.1111070964012)', 'LINESTRING (42.11229946524064 13.97727272727273, 41.57754010695189 99.423869056222)']"
Case-061,39,48,"['LINESTRING (38.10160427807487 16.26806619453679, 25.53475935828877 98.62209134267957)', 'LINESTRING (40.30748663101603 15.23720913426795, 34.75935828877006 99.5384087295852)', 'LINESTRING (43.58288770053475 13.86273305390953, 43.71657754010694 100.4547261164908)']"
Case-061,39,52,"['LINESTRING (38.97058823529412 15.00812978754155, 34.75935828877006 98.73663101604275)', 'LINESTRING (41.51069518716578 15.00812978754155, 39.50534759358289 98.16393264922674)']"
Case-061,39,56,"['LINESTRING (38.23529411764706 15.00812978754155, 28.74331550802139 98.27847232258998)', 'LINESTRING (39.97326203208556 15.00812978754155, 40.975935828877 97.36215493568436)']"
Case-061,39,60,"['LINESTRING (37.16577540106952 15.58082815435757, 30.01336898395722 97.70577395577395)', 'LINESTRING (41.31016042780747 15.12266946090476, 35.42780748663102 97.01853591559473)']"
Case-061,39,64,"['LINESTRING (37.96791443850267 15.35174880763116, 33.8903743315508 97.70577395577395)', 'LINESTRING (40.84224598930481 15.23720913426795, 38.56951871657754 98.62209134267957)']"
Case-061,39,68,"['LINESTRING (40.975935828877 15.58082815435757, 35.96256684491978 98.04939297586357)', 'LINESTRING (54.67914438502675 14.89359011417835, 72.39304812834223 98.73663101604275)']"
Case-061,39,72,"['LINESTRING (42.37967914438503 15.23720913426795, 42.5802139037433 97.93485330250033)', 'LINESTRING (56.21657754010696 13.97727272727273, 75.33422459893048 93.69688538806187)']"
Case-061,39,76,"['LINESTRING (41.04278074866311 15.35174880763116, 37.7673796791444 99.30932938285878)']"
Case-061,39,80,"['LINESTRING (39.83957219251336 16.15352652117358, 37.90106951871658 98.04939297586357)', 'LINESTRING (44.38502673796791 13.17549501373031, 44.9197860962567 95.87313918196271)']"
Case-061,39,84,"['LINESTRING (38.90374331550802 15.46628848099436, 29.81283422459894 98.27847232258998)', 'LINESTRING (43.71657754010694 13.29003468709351, 44.85294117647059 97.13307558895794)']"
Case-061,39,88,"['LINESTRING (37.7673796791444 14.32089174736234, 27.54010695187166 97.01853591559473)', 'LINESTRING (40.17379679144385 14.77905044081514, 33.42245989304813 98.50755166931637)', 'LINESTRING (41.64438502673796 15.23720913426795, 40.84224598930481 97.2476152623211)', 'LINESTRING (43.51604278074866 14.77905044081514, 44.18449197860964 97.93485330250033)']"
Case-061,39,92,"['LINESTRING (38.56951871657754 15.35174880763116, 30.61497326203209 97.13307558895794)', 'LINESTRING (41.97860962566845 14.43543142072553, 39.3048128342246 97.13307558895794)', 'LINESTRING (44.38502673796791 13.74819338054632, 45.12032085561497 98.50755166931637)']"
Case-061,39,96,"['LINESTRING (39.37165775401069 14.89359011417835, 35.22727272727273 98.04939297586357)', 'LINESTRING (44.78609625668449 13.51911403381992, 50.40106951871659 96.90399624223153)']"
Case-061,39,100,"['LINESTRING (38.56951871657754 15.12266946090476, 26.87165775401069 98.62209134267957)', 'LINESTRING (41.3770053475936 15.00812978754155, 41.91176470588237 98.16393264922674)', 'LINESTRING (44.31818181818182 13.40457436045671, 46.85828877005346 97.93485330250033)']"
Case-061,39,104,"['LINESTRING (36.89839572192513 14.09181240063593, 22.72727272727273 96.10221852868911)', 'LINESTRING (38.56951871657754 14.54997109408874, 29.87967914438502 97.82031362913716)', 'LINESTRING (43.11497326203209 14.43543142072553, 40.90909090909093 98.73663101604275)']"
Case-061,39,108,"['LINESTRING (38.23529411764706 17.06984390807921, 30.94919786096257 96.44583754877874)', 'LINESTRING (41.71122994652406 14.77905044081514, 39.2379679144385 99.76748807631159)', 'LINESTRING (43.78342245989306 13.51911403381992, 43.31550802139037 99.423869056222)']"
Case-061,40,0,"['LINESTRING (34.69251336898395 11.57193958664547, 15.97593582887701 97.36215493568436)']"
Case-061,40,4,"['LINESTRING (33.8903743315508 49.59911114322878, 30.88235294117647 97.36215493568436)']"
Case-061,40,12,"['LINESTRING (37.83422459893048 13.51911403381992, 21.32352941176471 98.04939297586357)']"
